,id,sen_off_peak_var,sen_peak_var,sen_mid_peak_var,sen_off_peak_fix,sen_peak_fix,sen_mid_peak_fix
27,74ff037708f036de5745ce34d8d9d4df,-0.0,,,-0.0,,
28,7287dad2f1f535d03435ea7c78b557c4,-105722.55574614047,-270408.55497669335,1373509.7493036282,1987.2676872828886,2287.680311000939,2474.731232012543
29,26c7bba7d51f86a16109de505bcd4f52,-17619532.590051427,-45065807.513024434,228906685.23676994,1008835.2496629838,1681392.0827717253,2522088.124157542
30,44e826a55734d0ca5eeafcae0e991a75,-0.0,,,0.0,,
31,4bffd9d74bfb770ef7763e8e4e88dfc3,0.0,,,0.0,,
32,2d9d0546d83c60ed3d5728d744d65c40,-0.0,,,0.0,,
33,79d29481ee261caf08387bcef9e4346d,-437926.3588544714,-1346194.7538627344,2192194.2656524433,inf,inf,inf
34,044d071a5dbc2668cddad4f2b28c91d1,-361836.9987063396,-757062.0078740161,830642.5485961125,18885.23873711236,31475.397895188868,47213.09684278245
35,af87b64523cf1f4f4a681e2cc44c8629,-292904.2934632738,-623956.1300430866,-5197259.380097859,inf,inf,inf
36,9403f3f9ff06ec9e49db8255ede2b098,-63852822.08589146,inf,inf,1229439.1119751153,inf,inf
37,51a7edcf29ed04830da6b3ee79f9e508,-0.0,-0.0,0.0,0.0,0.0,0.0
38,d9260de11c54a215fa7363f603bbeaf6,-198521.36979028446,inf,inf,4206.519562512547,inf,inf
39,a853b52e3992aa2df0870fe42d843a65,-0.0,,,0.0,,
40,91607f6e0ed7143ab1a5b2abc20f1c00,-82628631.55108514,inf,inf,1755951.609528258,inf,inf
41,757ea31873662fe77d60e8c4f736a1ec,-34847.5315729047,17753.354468139863,inf,-1015.8023969458661,inf,inf
42,d53f9011d82ed1f4850d0d312d04468b,-0.0,,,0.0,,
43,af47b8ea9a596c200ee39128a95738f9,-0.0,,,-0.0,,
44,f8943edfeb1783f3793d3abc6305c1e3,-0.0,,,0.0,,
45,adfec8a906dfa5c6d836231e65825539,-933194.7652040035,-2509772.2567287805,2434991.63039839,44644.71174031075,74407.8529005217,111611.77935078052
46,34f2d4431b7db25cd660b098acf3d3a0,-347868.77929033706,-766937.2693726938,1713908.7410666104,19136.28897416761,31893.814956947645,47840.7224354206
47,cdcc2c363d5b34232082cee78776e59e,,,,,,
48,b96aa3a8655203318c6b853dbdb0ceb7,-884912.8469980642,-2378707.1583514083,1574646.7547386563,33654.972267848054,56091.62044641628,84137.43066962289
49,54a77b7ec412ca7133750d2cb2a24096,-204469.5351439326,-494986.45653779746,4653101.851851981,inf,inf,inf
50,0f7487e3c557be9c77570e11ce572454,-16549.733570159828,-39026.178010471114,38251.79609989725,686.3062837444447,1143.8438062407995,1715.765709361168
51,17e84c1bc19211777dfbb1cca8af94fc,-5779789.053591783,-30375280.89887634,13378752.886836063,248908.0235410158,414846.70590171416,622270.0588525599
52,b664719a6cbb1966d9987c3f6ec6d209,-126160.44997039647,-297500.8726003484,291597.6736229892,5231.78872986978,8719.647883116742,13079.471824674876
53,d8e589d515b7c905bb73eece1d8781d8,-0.0,,,0.0,,
54,a20ef5d293e20e3d9e9f60cf2be3ce63,-6484090.185026344,-12692890.381386448,-979938148.1481756,14699072195.50742,-20044189380.887554,-9186920138.058073
55,413f4bf21686876dd0d9a2bf0cc5ba1f,-349094.77037430386,inf,inf,7397.057466919619,inf,inf
56,3bd97d79feb083b315baa9545c76c84d,-9785478.495282555,-19155502.51858956,-1478875740.7407818,22183136070.794407,-30249731040.908844,-13864460068.190615
57,cb5171895e4a15e2c72cbbd7cf054cbf,-1237754.8209366316,inf,inf,-748841666.7836968,inf,inf
58,b50576e9fd15d9fa7e550be0f19fbf9e,-2295949.0445859926,-4655954.53371222,8813300.73349637,5006444435.34549,-6826969692.524293,-3129027777.4948053
59,063acc614e176cf9edb486d267a90097,-1978787.8074614557,-4669191.89114134,7364765.659220344,103205.34067946511,172008.9011324506,258013.3516986712
60,cd2ac5886d344c93b3a2358e4604e1fe,-1442956.8359003614,-5989352.801894284,2664504.915730334,inf,inf,inf
61,78b67084b27f0d33429985d7a1fd6258,-0.0,,,-0.0,,
62,ac9b40690cdc78263fecc452bd92c227,-118218.0731889471,-291410.1620029459,247257.10715401472,219852777.37820673,-299799242.22902715,-137407986.09868467
63,4d4a8d5a884e49e2a8f7994b21a3cb18,-0.0,,,0.0,,
64,d26bcf1a3e3f6252b9812903f402dcf1,-0.0,,,0.0,,
65,d44fcb35df8f88e9032ad52678d060a3,-15501107.550314058,-41640544.07713493,40578570.46979871,742250.2203594756,1237083.700599189,1855625.5508987496
66,327e887296aa77019b4954c6bb0a8cc3,-290683.13953488425,-781889.6611642056,516177.2297103522,11048.113256188744,18413.522093648844,27620.283140472766
67,6f062ee9f3f8b2a404078abb4cd85510,-0.0,,,0.0,,
68,9cdfb70886ecb55f8a8620af8a99a722,-709537.2113764749,-1269492.9078014172,21829085.365846608,43948.768564826045,73247.94760804714,109871.92141206871
69,d8711ce9aef0a42cf24b1e65da32fe3f,-0.0,-0.0,,-0.0,,
70,215fcb61cd9905b5e605b292666975d9,-554589.063523248,-1590342.7230047,892603.4255599228,inf,inf,inf
71,33e5a46305e282aef856ef00fee02e2c,-685482.1235102827,-1782971.0144927534,1290472.0279720263,1230249997.764084,-1677613635.2712524,-768906249.9304641
72,270835591aad4b5231d23fb7bdcd3bcf,-151179.73959987302,inf,inf,-793441666.7906669,inf,inf
73,d766f436878bdf7c211ad1546e4357e9,-0.0,,,0.0,,
74,38ff1f75487719c54ba3d4a46f9ee244,-205375.50638828272,-543322.3413025561,780402.605091772,366138888.22345036,-499280302.7051949,-228836805.53486076
75,a29ad433a1585b364e5485ec55b6bbc3,-0.0,,,0.0,,
76,be272db990d3604a49a54887dfa904f4,-1248428.0381584424,1069257.5488454662,inf,16930.927647166154,inf,inf
77,6187a71186583ed2457d182b00b632c5,-1194427.719397862,2507799.64221825,inf,23656.251476554186,inf,inf
78,6ae7e4a3bdf96abb7783b342378ca5fc,-0.0,,,0.0,,
79,cfc1377e09c9866fae771bb4180f026a,-85692.00779727085,inf,inf,3214.556516300055,inf,inf
80,d4a84ff4ec620151ef05bdef0cf27eab,-169056.53121394687,-454135.67493112886,442553.69127516827,8095.050443296764,13491.750738828625,20237.62610824257
81,1d4a665170914d996d3fb78069495516,-0.0,-0.0,,0.0,,
82,e91f386614c13becdf81cc47fadfa2a2,-8573.120189461204,-20216.40488656191,19815.258296270895,355.5215092968271,592.5358488280754,888.8037732420969
83,b5159f09fc3592f49048683fb75629da,-434090.85559609253,-800622.96505318,3120532.9949238515,22640.373297584047,37733.95549597533,56600.93324396197
84,c0465e0147cc1faf14e8793a14c92cd2,-375342.5574648517,-827507.995079951,1849268.8290270355,20647.623677535445,34412.706129227496,51619.0591938403
85,3c52cd186c318638296ed093e9cdf412,-674850.5664015425,-1691304.7417699033,2072505.5514433782,inf,inf,inf
86,0acfc92892cc39bb48fb3398a8cda11f,-0.0,,,0.0,,
87,f1f24e9f048478c6d41fa05795b1d424,-2011.964735516371,-4139.494709565972,15299.281723862681,117.66828959288978,196.11381598815962,294.1707239822341
88,471f25ae25f8c42dbfae0bc1e76c1cd3,-0.0,,,-0.0,,
89,e0b40169a9075474ca8bddab6d490484,-0.0,,,0.0,,
90,3133a89333b09b9eaf541818eabf5c93,-0.0,,,0.0,,
91,9d566b80c46439fb4fa5d9c8eaa51f7e,-132680.8785529718,-356889.66116420523,235606.53857183797,5042.856546579787,8404.76091096674,12607.14136644988
92,c30e2e4d0abce6b4db1d0280778d04d4,-238475.04389264502,inf,inf,-792333333.4571604,inf,inf
93,599a07e92a3980ae637d36cd6111045f,-33151.52848031673,inf,inf,847.9076245311653,inf,inf
94,ac9033ee1d6056f4ac827d79bedcc72d,-175484.86178148285,9356.948165132248,inf,-666550000.1041695,inf,inf
95,900937b8062eaec84aa1e5f16cdfe57d,-246696.26998223757,-581738.2198952867,570195.0051317123,10230.327850739568,17050.54641790015,25575.81962684976
96,99158224050f70b152be49f14f86686b,-231637.204691885,-1211840.9680207376,296552.4534686973,8606.29675733911,14343.827928899247,21515.74189334848
97,6a4526450ca4ee8a2cd6709b2a627c8d,-507829.3894244965,inf,inf,9777.881277182729,inf,inf
98,da81ccd181f3283287a174f4eca547de,-2322869.2429857044,inf,inf,49363.59115935119,inf,inf
99,bd265cf7f018d2bea11e0cae69b493f1,-0.0,0.0,,0.0,,
100,2c8177dd04a8d4760c8ae4630d5db435,-14572838.964458074,777031.6905115637,inf,-55352500008.65057,inf,inf
101,3beb7a9262b1e77bdd8520a546e7a579,-60245.797939635115,inf,inf,1875.0267185963821,inf,inf
102,7e6b8140b261e49bd1f6bfa03266355d,-243983.95721925178,281201.84899846057,inf,217.549536327435,inf,inf
103,8a03a1cb07e0c84dc84f9832eae4d23f,-367904.1445688476,-829862.64953478,2267554.4794188854,22993.50092931482,38322.50154885998,57483.75232328893
104,fdfe279dd0446c30e15ecfab16b9002b,-0.0,,,0.0,,
105,cf6526ff2524fb9a3663f8fca1bdf6c3,-0.0,,,0.0,,
106,882b924b96a0a422a5930cc87673051e,-91354.64733025682,inf,inf,-230975000.03609714,inf,inf
107,0b0da18e644bac389ba02ab23e1487ed,-102264.82326111733,-537445.692883894,236717.2550313434,1445.826008384473,1664.3896107607777,1800.4775108567194
108,88cb009b746ab1b9a55dc5efcd1cc733,-0.0,-0.0,-0.0,0.0,0.0,0.0
109,778ddcb8f3092f5b501e7ae19ce228f3,-62926466.68436434,inf,inf,1333364.8331522192,inf,inf
110,0019baf3ed1242cd99b3cb592030446f,914.7044225155424,inf,inf,7.277778362338289,inf,inf
111,616018ccf121480488737b3823361d1a,-33731.108312342534,-69399.69768948396,256496.4086193128,1972.739258855443,3287.898764759239,4931.848147138769
112,c84ec3bd5e20182784b1b971be72c299,-0.0,,,0.0,,
113,d263e956a4b3d8522299e10714087894,-620283.2186341974,inf,inf,13181.717955121854,inf,inf
114,2c75c74a7c0f2651b3ae5ec830c34b8f,-38556.26635649901,inf,inf,121.77083884353362,inf,inf
115,30056ab231d545b01bf64a4afee54001,-0.0,,,0.0,,
116,f1bc4ec5aa7efda1226655623274648a,-0.0,,,0.0,,
117,cfe53ea9433504883086fc113f19bf3d,-10037.069169492943,-18185.195770220053,-48314.35079726656,153.40240901812254,166.47990985438602,173.89202657916283
118,2377643ffe1711ed3a6f107d6846aa22,-0.0,,,0.0,,
119,0d933e7fe322dea60b3a4e9dfbfee9d8,-442873.8182519776,-980108.8812980371,-14391316.61442007,28179.192170669074,46965.32028445085,70447.98042667499
120,bf3c67d9664f3459e6e04e607a507e64,-0.0,0.0,,0.0,,
121,987a0a5e856d2185db60c718da435160,-41910439.56043975,17632703.290726136,inf,364697.30924047454,inf,inf
122,085b7eec474bd25f8140577833f0a6ac,-1376166.9641086375,inf,inf,inf,inf,inf
123,4c14c36a57ab73b4b800fc995d3beb73,-2511521.5264187986,inf,inf,inf,inf,inf
124,373fb825c489645f221952db53e35a60,-832890.0768459443,1116863.7992831552,inf,14022.144372669962,inf,inf
125,c94671d9f76a07fe541480bc62edb60a,-0.0,0.0,,0.0,,
126,8dcf72174797ae1837d423396bbb7e98,-140930187.45959988,59292629.86129998,inf,1226349.823488524,inf,inf
127,b80d271d99d6f7196ef6b591cc99930c,-0.0,,,-0.0,,
128,3c4ee938001975a4d07cf27a54de433c,-289743.3504433041,-459668.34468463156,-3635362.9976580474,862388887.3215417,-1175984847.719102,-538993055.5068119
129,054a060473c4f11a08dcdb183f9be82d,2107.5637022862325,inf,inf,62.36221366010828,inf,inf
130,5e8b2c437090e22ffe168d19c3aa79eb,-7849511.547650666,inf,inf,166325.2873795988,inf,inf
131,6c13700b7435b2547163d04008bf3975,-0.0,,,-0.0,,
132,f451b7678fe549050ed1df7e41a57f1d,-168516.97589297016,-383226.17680826626,311661.99813258665,8195.409156642812,13659.015261072049,20488.522891607703
133,839492301e7c2d24c02c89315f307e39,-24413.082437277073,27929.267042540978,inf,306.50448759919857,inf,inf
134,408e0c75cd8f58197c06edb73428bb0d,-32149502.60908177,-57591601.03420838,325726175.4780649,80436269298.25569,-109685821898.27467,-50272668398.231384
135,6179f9b2f03fe9aaceb4f82e67d0842a,-0.0,-0.0,0.0,0.0,0.0,0.0
136,08c71e940a19496b078df652dcaa3e98,-0.0,,,0.0,,
137,1eb6d6268118c75576a55f49a66b8c57,-0.0,,,-0.0,,
138,9c19c00c6d3dc0b8ad7a180c6ca03672,-0.0,,,0.0,,
139,cf8c5db0c02e3f92592daccba41c918c,-2188852.272727293,-1039217.6962503406,-525850.3958503959,23359.717751246077,38620.62964263962,57355.863686362885
140,913bb512f7ca698b02149c9189c7c606,-0.0,-0.0,0.0,,,
141,6813b5d674d951ff92baf485658f5ce7,-3874202.771057844,inf,inf,99089.43023577688,inf,inf
142,1da8be069526d166b7cfd15284c68873,-42243262.35741455,384428304.4982731,inf,1249865.338274314,inf,inf
143,c6e395b4ce0f5400b8de1bf1a4d4b571,-0.0,,,0.0,,
144,7d887f3330110231b51aad27f2ded024,-153980.5825242722,inf,inf,-660833333.4366094,inf,inf
145,61b8d915f76bf6ab25dcf097e5384366,-447751.5264135926,inf,inf,9487.520446757502,inf,inf
146,71437410625520c4e4cc494f113275ee,-307154.5427987237,inf,inf,5914.034744300264,inf,inf
147,748d53b07e0be39a7080ebdc1bfb498e,-0.0,,,-0.0,,
148,22c33086af3c686662c232fe9064cc75,-73318939.8836461,30846994.832744084,inf,638008.5814506614,inf,inf
149,a53fec91b28d8d3cafcec7a054aca44b,-0.0,,,0.0,,
150,d2aa0bfc7a18d37638e212071ac61fc9,-3737410.07194244,inf,inf,46754.73116029618,inf,inf
151,b74cbeff25c78e69e3df44cf2a1e7761,-9679814.020028604,30364353.02916967,inf,-33830950005.28715,inf,inf
152,5b1fbf1d729d0df8c8de04e166f3f77b,-0.0,,,0.0,,
153,75bc0c467e34717282cb63779718310e,-1601736.9700814048,-3387931.5742397844,9831817.001946783,inf,inf,inf
154,b0880107ce92c263c48670ba7efd6013,-100556.5423327411,-237123.90924956318,232418.74786178514,4170.011957111403,6950.0199285193585,10425.029892778848
155,498216090f098387ebb99e559509509b,-2060996.9982847304,-5271450.5072662495,26775738.16156002,118005.76494822712,196676.2749137219,295014.41237057745
156,5c8296dbc2d2599de2594a09f483955d,-542516.7602826576,inf,inf,16841.9969085179,inf,inf
157,fe3179a939c0ac1dd48631bb13c73cd9,-164032.71828038766,inf,inf,-718600000.1123039,inf,inf
158,01fbea88102b46f036ff17ebe4d23459,-0.0,-0.0,0.0,0.0,0.0,0.0
159,21e8ec987c393d5d575da0644fa2ee75,-0.0,,,0.0,,
160,4f49021572f06e6410d351e4b2d9fc82,-1902491.6759156485,-3407165.5734446477,19195352.743560925,inf,inf,inf
161,0e9534a8931bd6e63f12a888d1c43476,-0.0,,,0.0,,
162,8dc018e7a387c73803e0c7da8fd99b00,-68768.64909053748,-163979.04483430815,2578429.1187739726,4130.7891939137735,6884.648656523306,10326.97298478477
163,82af2c5e1d3891740a1a50a35adcae19,-124975.94447511733,-226431.83766790497,-601583.1435079732,9726.324550871432,16210.540918119877,24315.811377179372
164,2bb48f30e85010bb4c47fde40cfe4641,-0.0,,,0.0,,
165,9741e25c0b0b84e64ef85f3d9c81fe6c,-8664804.779176451,79320195.31250022,inf,228440.84896512015,inf,inf
166,2dc2ed2f6f850a665167d36502131713,-259635.14162265943,inf,inf,9126.28502386118,inf,inf
167,572f05986cd9ca8a68e7e68fca7c8e1d,-0.0,-0.0,0.0,0.0,0.0,0.0
168,c0c0561e1ab1679ffec6004b6c450917,-224626.32995769766,-603412.5344352609,588023.4899328866,10755.93743017823,17926.562383631295,26889.843575446455
169,693481c3844337eed094d7e3ade9eb99,-0.0,-0.0,0.0,,,
170,057c82be7460230517ec0a02ca73a70c,-0.0,,,-0.0,,
171,fe683d8062ef99d594238099a21fb793,-155227.6226083133,inf,inf,3970.2146712656695,inf,inf
172,972bfa90c83db83f39b9ed2a7c53a29d,-0.0,,,0.0,,
173,4a1673610a8325ef50244001b6414299,-92264.45482364322,inf,inf,6444.750442685003,inf,inf
174,8286c591e71aa49555ee4ed9f1f432f6,-0.0,-0.0,0.0,0.0,0.0,0.0
175,32c42511e417cad36f68f6872a21552f,-30516.372795969746,-62785.57546966103,232051.07741420512,1784.7277977062404,2974.546329510552,4461.819494265747
176,8d0f37cb25ebffbc65a87a250b15d403,-510787.9746835449,inf,inf,18158.40808915362,inf,inf
177,fdc465370a656ef1f30e92b21aa4457a,-0.0,,,-0.0,,
178,d993d216a46faf79fcb5b2e8e2cdda7a,-110899.83579638781,inf,inf,201.27206280112745,inf,inf
179,a8ad17e833878b0d4384e5e0489d7add,-0.0,0.0,,0.0,,
180,05746b230847fca47f80d52c8ac83c4f,-251487.9931389361,-643235.5360570337,3267242.3398328857,14399.35770423413,23998.929507058107,35998.3942605865
181,b080187d8a482de6aef68c6ce2665498,-730133.3872271613,-3724432.9896910996,729101.9172552975,inf,inf,inf
182,42a405678c4e29d1f066a9e5cbecba79,-624295.6120092382,-1679006.2111801256,1628978.9086039485,29866.753091784005,49777.92181964254,74666.88272946245
183,9883653587b6dc04845754e60d89249c,-58270.03588516747,inf,inf,inf,inf,inf
184,d88625ec4bf860f45b6c67315ef8014d,-2092248.3994878368,-5607570.350034317,5498135.93539706,100300.15541789419,167166.9256964988,250750.38854474368
185,7438550478546055e8024152a30a4388,-17808.74156644165,inf,inf,341.49178642223063,inf,inf
186,00420fc2b6ede48ec7e941c769a6a840,-458909.6683133383,-1081988.352745425,1712752.4143985936,23948.903604073992,39914.83934012535,59872.259010186935
187,eb55bc7b061e67e3615a78c1df6f2f97,-237185.23878437027,-845909.6774193571,299693.714285714,inf,inf,inf
188,0d70ae3a5e62d6bb95b9ab06255036e3,-0.0,,,-0.0,,
189,e2ea6671299588892aa65d2900ff7540,-52798.772609819214,-142019.9826238055,93756.81101233141,2006.7445965885995,3344.574327647836,5016.861491471663
190,7012f8d14ab72658f52684575169ba59,-0.0,,,-0.0,,
191,0b094473e4c7ae4fe6412795d6453559,-270753.7853851219,-1394152.5423728807,349575.0106247342,10097.866625417995,16829.77770903085,25244.666563545812
192,d20a7d6eaa8a7ed6df7d944860eb74b7,-324711.79426544515,inf,inf,-1830833333.6194587,inf,inf
193,22d2a2d9168ce246fc18b229276fdcc6,-329279.6061155739,-930567.5576711837,774338.8177940263,inf,inf,inf
194,a83fbaca10dcb8f200840fab73ed5abf,-0.0,,,0.0,,
195,0baa454df3a005fa7621b994b0092213,-0.0,0.0,,0.0,,
196,2b64e5ab22b66acc1d3fbdf7dcd9b62a,-81733.29927193763,inf,inf,3599.3605536768428,inf,inf
197,26aeb6520ab15fdbfd2aef614c3973a8,-1182235.5769230758,-2177067.875210793,-16393666.666663995,2868891661.4526043,-3912124997.4526067,-1793057291.504512
198,9dec070a28044ffadbfa902cdaf9e4b1,-71473286.75810792,-191998316.1157022,187101714.7651009,3422404.6684294343,5704007.780716014,8556011.671073865
199,60951c2d180d7ce3f20531fc7d9b6fb1,-53105.57125555099,-124478.3534421577,3812826.0869565425,1060.293900725666,1220.5771251083615,1320.376941682086
200,bb2eee48a4a8fff7e749051d8249fa91,-0.0,,,0.0,,
201,d1622a879792dd77f81c98d93faaa0c0,-89456.66235446322,inf,inf,3111.7321075404047,inf,inf
202,0fded2bbbbb6edf817da2d90ec697a25,-403625.17625945376,-1084256.1983471059,1056604.0268456386,19327.062601739184,32211.771002900277,48317.65650434954
203,950c25b09bf0cca5059e91f1dc598f17,-517062.58322236995,-2231689.6551724067,1410000.0000000037,inf,inf,inf
204,09d943f7a8c09abb51117801abd866a2,-824960.009409551,-1945038.82418192,3078933.274802455,43051.801055268974,71753.00175878526,107629.50263817595
205,9af0873bd6b5eb10ad0a2ff87ceabb80,-0.0,,,0.0,,
206,316827a45c61c630a3ce0dde268dd285,-0.0,,,0.0,,
207,23268094c87127f302ac96d5e1348144,-363159.0068674078,inf,inf,inf,inf,inf
208,d38f0fe5e1e52a3f8ae021122e1350dd,-98487234.04255357,17421528.039141845,inf,inf,inf,inf
209,d37b4408c6b3cf2988f0fbcfe3b40b98,-0.0,0.0,,-0.0,,
210,ed557c49bafab49f63a3bdd51484ab73,-0.0,,,0.0,,
211,d03b894570bbe809ab2ce610d52e4256,-0.0,-0.0,0.0,0.0,0.0,0.0
212,1b666e7f94db591d2a7eae83b230e034,-0.0,,,-0.0,,
213,3933f49a5b9577745ee42f6adec28fea,inf,inf,inf,inf,inf,inf
214,bf4632a748bec93d5da7ac54f60e586a,-185050.4672897189,5469723.756906059,inf,-825016666.7956015,inf,inf
215,726e52ea83ca2527b6ad999595806b3d,-265788.6194386099,-469297.03304113226,17078957.05521509,inf,inf,inf
216,47682679881ca2f0f97f9938d5dffa5c,-0.0,,,0.0,,
217,b1e773762052b38569b1e68aaa10576e,-0.0,,,0.0,,
218,353c7a38a3fafd078eb86809031a7337,-415108.3194462247,-1115103.3057851226,1086664.4295302026,19876.917864218638,33128.19644036608,49692.294660548214
219,df0edd6b1b907bbcdd5b285432aeb747,-0.0,-0.0,0.0,0.0,0.0,0.0
220,8ac921bec295f67fdc47f3d85511d872,-47981.27559976588,inf,inf,-136666666.68802515,inf,inf
221,bdca326c4be13f7e0136766670fe1327,-15697249.83860557,-42195297.180043355,27932268.811028153,596997.2181914864,994995.363652528,1492493.045478765
222,5336cc7721ec9705b2effa5e99627b98,-0.0,,,0.0,,
223,fa30ec2a9a741c9425bd78299f11a182,-260157.23838785553,inf,inf,8096.859693056826,inf,inf
224,0809ebd9b2ae59cdd28f9fe464468eae,-724706.4709806626,-1626655.8522585488,3250877.8054862735,inf,inf,inf
225,8411607f18658283372586d942684841,-0.0,,,0.0,,
226,c6316a07524a6b75ab769e6a88980eaf,-411206.43431634805,471213.51766509126,inf,520.9129323478843,inf,inf
227,d639991644285b856d0a2c8b846a6858,-0.0,,,0.0,,
228,75135870f77f06598df504548bfd363d,-415086.54383026285,-915767.4304015752,2035651.6976998968,22816.10846352272,38026.84743920647,57040.27115880867
229,56c94ad421f0b3ba7898412d082e9680,-0.0,,,-0.0,,
230,9ca6298400dbc960a48a46aa6abd3db7,-0.0,,,-0.0,,
231,ee6c1cf8a890651464453bced7e78bbc,321607.8411959803,365358.22742098756,453750.5238161755,19600.67338848332,21737.524411553117,22990.741279421545
232,9ef3adf7b2dc19378219df8ecbcda1e4,-3309425.315525018,-6478344.9268409815,-500152222.2222362,inf,inf,inf
233,b8c5c35765bde559a2bf67126607fe8f,-0.0,,,,,
234,4ec59c18953aeefe3d14251bd5ccb2c0,-4141972.2524483227,-8796008.087810531,13091908.856405877,186917.52048299264,311529.2008050036,467293.8012074969
235,a53fec6833650a4a2f63c135dc80023b,-823478.2608695718,-1259662.10588935,-4340902.009020096,64987.39224481673,108312.3204080334,162468.48061204713
236,d4e273ba89614e86a65548b4599285e6,-50972.8155339807,inf,inf,-218758333.3675212,inf,inf
237,a956e7ddc069887fa85ed8eea869dd8c,-47533.2436874347,-117135.49337260693,99387.69134645436,88372222.06161027,-120507575.67910683,-55232638.88389394
238,ba63ea17c9ff3121b8e8e8ff9a4cab90,-0.0,,,0.0,,
239,0cf1e190019e60794edd66bda1a7f4cd,-685105.7652426389,586781.527531081,inf,9291.265325224449,inf,inf
240,a5cb74bb90c992a62bfc6b8a7c0db94b,-56014.59444288519,-103373.61878453029,6508043.478261233,3675.154497175108,6125.257495292159,9187.886242938072
241,929e972fd27656902cd677c7faebf7bf,-2062952.049581383,-3987593.5266919704,6305407.111997346,116458.89037022484,194098.15061705126,291147.2259255716
242,c5abd6e680cc7faf2c51faabea9c133a,-0.0,,,0.0,,
243,3f3574cf1f845bfdf39d6e378e3357d0,-0.0,,,0.0,,
244,c846153af4a2080c3cf75ac47f079b3c,-7862428.797468364,inf,inf,279507.73658051674,inf,inf
245,b30868266bcbe81f1c1f05de883931bd,-35618.54005167965,-95807.99304952222,63249.21135646681,1353.7684543407324,2256.2807572346687,3384.421135851942
246,dc9fe007a00788a25d513a260d1b9a4a,-0.0,,,0.0,,
247,aa8e27804d725806212ff74c55462418,-218387.185480544,-482335.25660491886,605539.4586351505,441202776.97591454,-601640151.1233914,-275751736.0861736
248,c209f893a47a985051c7c94583fffe90,-198626.49700598436,5706774.193551621,inf,-884550000.1382388,inf,inf
249,8efdac2756b265158dd9741da24d8d4b,-22158673.24069927,inf,inf,inf,inf,inf
250,fb237d0c0321311cb9f7eabf91874dd8,-0.0,,,-0.0,,
251,747fb60134508c5d1eba4878e4c99da5,-0.0,,,0.0,,
252,08888b0e6949284de6df1ab7b2feef86,-0.0,,,0.0,,
